
--- stderr ---
import time: self [us] | cumulative | imported package
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        21 |         21 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        16 |         16 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        17 |         17 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:      3665 |       6897 |                       pyvista.core.utilities.cell_quality
import time:       306 |        306 |                       pyvista.core.utilities.parametric_objects
import time:       161 |        161 |                       pyvista.core.utilities.points
import time:       317 |        317 |                       pyvista.core.utilities.state_manager
import time:       390 |        390 |                       pyvista.core.utilities.transform
import time:       475 |        475 |                       pyvista.core.utilities.writer
import time:      2403 |      53054 |                     pyvista.core.utilities
import time:        11 |      53065 |                   pyvista.core.utilities.arrays
import time:       101 |      53165 |                 pyvista.core.pyvista_ndarray
import time:        16 |         16 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        18 |         18 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:       550 |      53933 |               pyvista.core.datasetattributes
import time:       621 |      54994 |             pyvista.core.dataobject
import time:       648 |      58010 |           pyvista.core.cell
import time:      1761 |       1761 |                   pyvista.core.filters.data_object
import time:      1082 |       1082 |                   pyvista.core.filters.data_set
import time:      1613 |       4455 |                 pyvista.core.filters.composite
import time:       573 |        573 |                 pyvista.core.filters.image_data
import time:       639 |        639 |                 pyvista.core.filters.poly_data
import time:       102 |        102 |                 pyvista.core.filters.rectilinear_grid
import time:        90 |         90 |                 pyvista.core.filters.structured_grid
import time:        94 |         94 |                 pyvista.core.filters.unstructured_grid
import time:      1109 |       7058 |               pyvista.core.filters
import time:       447 |        447 |                   html.entities
import time:       376 |        823 |                 html
import time:      1218 |       1218 |                   _uuid
import time:       191 |       1409 |                 uuid
import time:       259 |       2490 |               pyvista.core.formatting_html
import time:       630 |      10177 |             pyvista.core.dataset
import time:       805 |      10981 |           pyvista.core.composite
import time:       286 |        286 |           pyvista.core.grid
import time:       133 |        133 |           pyvista.core.objects
import time:       154 |        154 |           pyvista.core.partitioned
import time:       689 |        689 |           pyvista.core.pointset
import time:        79 |         79 |           pyvista.core.wrappers
import time:      1133 |     119709 |         pyvista.core
import time:       190 |        190 |         pyvista.jupyter
import time:      1574 |       1574 |             fcntl
import time:       107 |        107 |             msvcrt
import time:      1374 |       1374 |             _posixsubprocess
import time:       772 |       3826 |           subprocess
import time:       237 |        237 |               sysconfig
import time:       239 |        475 |             scooby.knowledge
import time:       170 |        170 |             scooby.report
import time:        72 |         72 |             scooby.tracker
import time:        63 |         63 |             scooby._version
import time:       350 |       1128 |           scooby
import time:       387 |       5340 |         pyvista.report
import time:        14 |         14 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        17 |         17 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:       531 |     127659 |       pyvista
import time:      8544 |       8544 |               vtkmodules.vtkCommonMisc
import time:      4090 |      12633 |             vtkmodules.vtkFiltersCore
import time:      4784 |      17417 |           vtkmodules.vtkRenderingCore
import time:      3377 |      20793 |         vtkmodules.vtkRenderingFreeType
import time:      2558 |       2558 |         vtkmodules.vtkRenderingMatplotlib
import time:        92 |         92 |             colorsys
import time:       225 |        225 |             cycler
import time:       173 |        173 |                 pprint
import time:       201 |        201 |                   matplotlib._api.deprecation
import time:       306 |        506 |                 matplotlib._api
import time:        55 |         55 |                 matplotlib._version
import time:      1691 |       1691 |                   matplotlib._c_internal_utils
import time:       620 |       2310 |                 matplotlib.cbook
import time:       122 |        122 |                 matplotlib._docstring
import time:       228 |        228 |                     matplotlib.backends.registry
import time:       146 |        373 |                   matplotlib.backends
import time:       130 |        130 |                       PIL._version
import time:       150 |        280 |                     PIL
import time:      1174 |       1174 |                       PIL.ExifTags
import time:       228 |        228 |                       PIL.ImageMode
import time:       452 |        452 |                       PIL.TiffTags
import time:        91 |         91 |                       PIL._binary
import time:        60 |         60 |                       PIL._deprecate
import time:        65 |         65 |                       PIL._util
import time:        38 |         38 |                       defusedxml
import time:      2525 |       2525 |                       PIL._imaging
import time:       925 |       5553 |                     PIL.Image
import time:      1832 |       1832 |                           _decimal
import time:        89 |       1920 |                         decimal
import time:       551 |       2471 |                       fractions
import time:        86 |         86 |                       PIL.ImageChops
import time:       885 |        885 |                       PIL.ImageFile
import time:        78 |         78 |                         PIL.GimpGradientFile
import time:        61 |         61 |                         PIL.GimpPaletteFile
import time:       102 |        102 |                         PIL.ImageColor
import time:        60 |         60 |                         PIL.PaletteFile
import time:       125 |        424 |                       PIL.ImagePalette
import time:        63 |         63 |                       PIL.ImageSequence
import time:       692 |       4619 |                     PIL.PngImagePlugin
import time:       244 |        244 |                     matplotlib._cm
import time:      1765 |       1765 |                           matplotlib._path
import time:       229 |        229 |                             matplotlib.bezier
import time:       600 |        828 |                           matplotlib.path
import time:      1024 |       3616 |                         matplotlib.transforms
import time:       495 |       4111 |                       matplotlib.ticker
import time:       748 |       4859 |                     matplotlib.scale
import time:      1706 |       1706 |                     matplotlib._image
import time:       307 |        307 |                     matplotlib._color_data
import time:      1378 |      18942 |                   matplotlib.colors
import time:       176 |        176 |                       pyparsing.warnings
import time:       199 |        199 |                       pyparsing.util
import time:       179 |        179 |                         pyparsing.unicode
import time:       795 |        974 |                       pyparsing.exceptions
import time:       175 |        175 |                         pyparsing.results
import time:       248 |        423 |                       pyparsing.actions
import time:      4036 |       4036 |                       pyparsing.core
import time:      1446 |       1446 |                       pyparsing.helpers
import time:       110 |        110 |                             unittest.util
