
--- stderr ---
import time: self [us] | cumulative | imported package
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        18 |         18 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         7 |          7 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:      3371 |       6593 |                       pyvista.core.utilities.cell_quality
import time:       245 |        245 |                       pyvista.core.utilities.parametric_objects
import time:       146 |        146 |                       pyvista.core.utilities.points
import time:       295 |        295 |                       pyvista.core.utilities.state_manager
import time:       313 |        313 |                       pyvista.core.utilities.transform
import time:       334 |        334 |                       pyvista.core.utilities.writer
import time:      1962 |      48802 |                     pyvista.core.utilities
import time:        10 |      48811 |                   pyvista.core.utilities.arrays
import time:       104 |      48915 |                 pyvista.core.pyvista_ndarray
import time:        14 |         14 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        11 |         11 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         8 |          8 |                 pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:       457 |      49566 |               pyvista.core.datasetattributes
import time:       425 |      50198 |             pyvista.core.dataobject
import time:       545 |      52924 |           pyvista.core.cell
import time:      1677 |       1677 |                   pyvista.core.filters.data_object
import time:       875 |        875 |                   pyvista.core.filters.data_set
import time:      1309 |       3860 |                 pyvista.core.filters.composite
import time:       483 |        483 |                 pyvista.core.filters.image_data
import time:       579 |        579 |                 pyvista.core.filters.poly_data
import time:        89 |         89 |                 pyvista.core.filters.rectilinear_grid
import time:        89 |         89 |                 pyvista.core.filters.structured_grid
import time:        95 |         95 |                 pyvista.core.filters.unstructured_grid
import time:      1080 |       6274 |               pyvista.core.filters
import time:       467 |        467 |                   html.entities
import time:       398 |        864 |                 html
import time:      1253 |       1253 |                   _uuid
import time:       200 |       1452 |                 uuid
import time:       247 |       2562 |               pyvista.core.formatting_html
import time:       573 |       9408 |             pyvista.core.dataset
import time:       756 |      10164 |           pyvista.core.composite
import time:       281 |        281 |           pyvista.core.grid
import time:       125 |        125 |           pyvista.core.objects
import time:       139 |        139 |           pyvista.core.partitioned
import time:       641 |        641 |           pyvista.core.pointset
import time:        77 |         77 |           pyvista.core.wrappers
import time:      1104 |     111785 |         pyvista.core
import time:       169 |        169 |         pyvista.jupyter
import time:      1268 |       1268 |             fcntl
import time:        36 |         36 |             msvcrt
import time:      1273 |       1273 |             _posixsubprocess
import time:       728 |       3303 |           subprocess
import time:       218 |        218 |               sysconfig
import time:       211 |        429 |             scooby.knowledge
import time:       148 |        148 |             scooby.report
import time:        67 |         67 |             scooby.tracker
import time:        48 |         48 |             scooby._version
import time:       309 |        999 |           scooby
import time:       373 |       4674 |         pyvista.report
import time:        13 |         13 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        12 |         12 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:         9 |          9 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:        10 |         10 |         pyvista._ALLOW_NEW_ATTRIBUTES_MODE
import time:       542 |     119102 |       pyvista
import time:      8181 |       8181 |               vtkmodules.vtkCommonMisc
import time:      3481 |      11661 |             vtkmodules.vtkFiltersCore
import time:      4155 |      15816 |           vtkmodules.vtkRenderingCore
import time:      3355 |      19170 |         vtkmodules.vtkRenderingFreeType
import time:      2138 |       2138 |         vtkmodules.vtkRenderingMatplotlib
import time:        80 |         80 |             colorsys
import time:       210 |        210 |             cycler
import time:       156 |        156 |                 pprint
import time:       174 |        174 |                   matplotlib._api.deprecation
import time:       255 |        429 |                 matplotlib._api
import time:        48 |         48 |                 matplotlib._version
import time:      1530 |       1530 |                   matplotlib._c_internal_utils
import time:       511 |       2040 |                 matplotlib.cbook
import time:        85 |         85 |                 matplotlib._docstring
import time:       181 |        181 |                     matplotlib.backends.registry
import time:       123 |        303 |                   matplotlib.backends
import time:       123 |        123 |                       PIL._version
import time:       143 |        265 |                     PIL
import time:      1111 |       1111 |                       PIL.ExifTags
import time:       199 |        199 |                       PIL.ImageMode
import time:       296 |        296 |                       PIL.TiffTags
import time:        64 |         64 |                       PIL._binary
import time:        55 |         55 |                       PIL._deprecate
import time:        59 |         59 |                       PIL._util
import time:        32 |         32 |                       defusedxml
import time:      3377 |       3377 |                       PIL._imaging
import time:       923 |       6112 |                     PIL.Image
import time:      1873 |       1873 |                           _decimal
import time:        79 |       1952 |                         decimal
import time:       538 |       2490 |                       fractions
import time:        77 |         77 |                       PIL.ImageChops
import time:       891 |        891 |                       PIL.ImageFile
import time:        76 |         76 |                         PIL.GimpGradientFile
import time:        66 |         66 |                         PIL.GimpPaletteFile
import time:        96 |         96 |                         PIL.ImageColor
import time:        60 |         60 |                         PIL.PaletteFile
import time:       115 |        411 |                       PIL.ImagePalette
import time:        57 |         57 |                       PIL.ImageSequence
import time:       682 |       4605 |                     PIL.PngImagePlugin
import time:       212 |        212 |                     matplotlib._cm
import time:      1627 |       1627 |                           matplotlib._path
import time:       126 |        126 |                             matplotlib.bezier
import time:       309 |        435 |                           matplotlib.path
import time:       817 |       2879 |                         matplotlib.transforms
import time:       493 |       3371 |                       matplotlib.ticker
import time:       793 |       4163 |                     matplotlib.scale
import time:      1677 |       1677 |                     matplotlib._image
import time:       291 |        291 |                     matplotlib._color_data
import time:      1335 |      18658 |                   matplotlib.colors
import time:       163 |        163 |                       pyparsing.warnings
import time:       203 |        203 |                       pyparsing.util
import time:       186 |        186 |                         pyparsing.unicode
import time:       800 |        986 |                       pyparsing.exceptions
import time:       156 |        156 |                         pyparsing.results
import time:       249 |        405 |                       pyparsing.actions
import time:      3746 |       3746 |                       pyparsing.core
import time:      1056 |       1056 |                       pyparsing.helpers
import time:       106 |        106 |                             unittest.util
import time:       188 |        293 |                           unittest.result
